timestamp_pseudoHD,timestamp_DD,side_HD_pseudoHD,side_HD_DD,GT_side_pseudoHD_DD,GT_side_HD_DD,GT_side_HD_pseudoHD,HD_GT_lat,HD_GT_long,pseudoHD_GT_lat,pseudoHD_GT_long,DD_GT_lat,DD_GT_long,DD_prev_lat,DD_prev_long,HD_pseudoHD_GT_bearing,HD_DD_GT_bearing,angle_HD,angle_pseudoHD,angle_DD,Note,estimated_bearing_HD_pseudoHD,bearing_of_DD_from_HD_oneside,bearing_of_DD_from_HD_otherside,lat1,long1,lat2,long2,DD_latest_lat,DD_latest_long,HD_DD_est_bearing,dist_DD_GT_latlong_est_latlong,HD_pseudoHD_dist_diffs,HD_DD_dist_diffs,HD_DD_bearing_diffs
4109410,4186323,5.2,4.7,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,59.08,55.37,65.56,,210,150.92000000000002,269.08,33.918938,-84.278994,33.918974,-84.27907,33.918938,-84.278994,150.92000000000002,1.1,0.39999999999999947,0.8999999999999995,6.079999999999984
4109980,4186892,5.3,6.3,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,49.05,76.18,54.78,,210,160.95,259.05,33.918921,-84.278997,33.918964,-84.279086,33.918921,-84.278997,160.95,0.8,0.2999999999999998,0.7000000000000002,3.9499999999999886
4110553,4187464,5.2,5.3,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,55.63,63.22,61.15,,210,154.37,265.63,33.918932,-84.278994,33.918971,-84.279076,33.918932,-84.278994,154.37,0.5,0.39999999999999947,0.2999999999999998,2.6299999999999955
4111127,4188033,5.3,5.5,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,53.92,65.12,60.95,,210,156.07999999999998,263.92,33.91893,-84.278995,33.91897,-84.279078,33.91893,-84.278995,156.07999999999998,0.2,0.2999999999999998,0.09999999999999964,0.9200000000000159
4111700,4188604,5.3,4.6,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,58.83,53.44,67.74,,210,151.17000000000002,268.83,33.918939,-84.278995,33.918974,-84.279069,33.918939,-84.278995,151.17000000000002,1.2,0.2999999999999998,1.0,5.829999999999984
4112276,4189178,5.2,5.7,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,53.19,68.64,58.17,,210,156.81,263.19,33.918928,-84.278995,33.918969,-84.27908,33.918928,-84.278995,156.81,0.0,0.39999999999999947,0.10000000000000053,0.18999999999999773
4112851,4189754,5.3,5.1,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,56.18,59.85,63.97,,210,153.82,266.18,33.918934,-84.278995,33.918972,-84.279074,33.918934,-84.278995,153.82,0.7,0.2999999999999998,0.5,3.180000000000007
4113424,4190330,5.2,5.8,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,52.56,70.02,57.42,,210,157.44,262.56,33.918927,-84.278995,33.918968,-84.279081,33.918927,-84.278995,157.44,0.1,0.39999999999999947,0.20000000000000018,0.4399999999999977
4113995,4190903,5.2,5.6,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,53.81,67.27,58.92,,210,156.19,263.81,33.918929,-84.278994,33.91897,-84.279079,33.918929,-84.278994,156.19,0.1,0.39999999999999947,0.0,0.8100000000000023
4114568,4191479,5.3,5.6,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,53.34,66.47,60.19,,210,156.66,263.34000000000003,33.918929,-84.278995,33.918969,-84.279079,33.918929,-84.278995,156.66,0.1,0.2999999999999998,0.0,0.3400000000000034
4115133,4192049,5.3,5.6,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,53.34,66.47,60.19,,210,156.66,263.34000000000003,33.918929,-84.278995,33.918969,-84.279079,33.918929,-84.278995,156.66,0.1,0.2999999999999998,0.0,0.3400000000000034
4115722,4192625,5.2,5.6,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,53.81,67.27,58.92,,210,156.19,263.81,33.918929,-84.278994,33.91897,-84.279079,33.918929,-84.278994,156.19,0.1,0.39999999999999947,0.0,0.8100000000000023
4116296,4193195,5.2,5.6,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,53.81,67.27,58.92,,210,156.19,263.81,33.918929,-84.278994,33.91897,-84.279079,33.918929,-84.278994,156.19,0.1,0.39999999999999947,0.0,0.8100000000000023
4116862,4193768,5.2,5.6,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,53.81,67.27,58.92,,210,156.19,263.81,33.918929,-84.278994,33.91897,-84.279079,33.918929,-84.278994,156.19,0.1,0.39999999999999947,0.0,0.8100000000000023
4117436,4194337,5.3,5.7,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,52.75,67.82,59.43,,210,157.25,262.75,33.918928,-84.278995,33.918969,-84.27908,33.918928,-84.278995,157.25,0.0,0.2999999999999998,0.10000000000000053,0.25
4118011,4194909,5.3,5.7,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,52.75,67.82,59.43,,210,157.25,262.75,33.918928,-84.278995,33.918969,-84.27908,33.918928,-84.278995,157.25,0.0,0.2999999999999998,0.10000000000000053,0.25
4118580,4195484,5.3,5.6,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,53.34,66.47,60.19,,210,156.66,263.34000000000003,33.918929,-84.278995,33.918969,-84.279079,33.918929,-84.278995,156.66,0.1,0.2999999999999998,0.0,0.3400000000000034
4119154,4196063,5.3,5.5,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,53.92,65.12,60.95,,210,156.07999999999998,263.92,33.91893,-84.278995,33.91897,-84.279078,33.91893,-84.278995,156.07999999999998,0.2,0.2999999999999998,0.09999999999999964,0.9200000000000159
4119729,4196642,5.2,5.6,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,53.81,67.27,58.92,,210,156.19,263.81,33.918929,-84.278994,33.91897,-84.279079,33.918929,-84.278994,156.19,0.1,0.39999999999999947,0.0,0.8100000000000023
4120302,4197212,5.3,5.5,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,53.92,65.12,60.95,,210,156.07999999999998,263.92,33.91893,-84.278995,33.91897,-84.279078,33.91893,-84.278995,156.07999999999998,0.2,0.2999999999999998,0.09999999999999964,0.9200000000000159
4120873,4197785,5.2,5.4,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,55.03,64.56,60.41,,210,154.97,265.03,33.918931,-84.278994,33.918971,-84.279077,33.918931,-84.278994,154.97,0.3,0.39999999999999947,0.1999999999999993,2.030000000000001
4121449,4198359,5.2,5.4,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,55.03,64.56,60.41,,210,154.97,265.03,33.918931,-84.278994,33.918971,-84.279077,33.918931,-84.278994,154.97,0.3,0.39999999999999947,0.1999999999999993,2.030000000000001
4122031,4198929,5.3,5.5,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,53.92,65.12,60.95,,210,156.07999999999998,263.92,33.91893,-84.278995,33.91897,-84.279078,33.91893,-84.278995,156.07999999999998,0.2,0.2999999999999998,0.09999999999999964,0.9200000000000159
4122602,4199501,5.3,5.3,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,55.07,62.47,62.47,,210,154.93,265.07,33.918932,-84.278995,33.918971,-84.279076,33.918932,-84.278995,154.93,0.4,0.2999999999999998,0.2999999999999998,2.069999999999993
4123188,4200076,5.3,5.7,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,52.75,67.82,59.43,,210,157.25,262.75,33.918928,-84.278995,33.918969,-84.27908,33.918928,-84.278995,157.25,0.0,0.2999999999999998,0.10000000000000053,0.25
4123761,4200647,5.2,5.7,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,53.19,68.64,58.17,,210,156.81,263.19,33.918928,-84.278995,33.918969,-84.27908,33.918928,-84.278995,156.81,0.0,0.39999999999999947,0.10000000000000053,0.18999999999999773
4124326,4201222,5.2,5.3,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,55.63,63.22,61.15,,210,154.37,265.63,33.918932,-84.278994,33.918971,-84.279076,33.918932,-84.278994,154.37,0.5,0.39999999999999947,0.2999999999999998,2.6299999999999955
4124898,4201798,5.2,5.7,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,53.19,68.64,58.17,,210,156.81,263.19,33.918928,-84.278995,33.918969,-84.27908,33.918928,-84.278995,156.81,0.0,0.39999999999999947,0.10000000000000053,0.18999999999999773
4125472,4202371,5.2,5.5,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,54.42,65.91,59.67,,210,155.57999999999998,264.42,33.91893,-84.278994,33.91897,-84.279078,33.91893,-84.278994,155.57999999999998,0.2,0.39999999999999947,0.09999999999999964,1.420000000000016
4126040,4202948,5.2,5.4,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,55.03,64.56,60.41,,210,154.97,265.03,33.918931,-84.278994,33.918971,-84.279077,33.918931,-84.278994,154.97,0.3,0.39999999999999947,0.1999999999999993,2.030000000000001
4126618,4203519,5.2,5.6,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,53.81,67.27,58.92,,210,156.19,263.81,33.918929,-84.278994,33.91897,-84.279079,33.918929,-84.278994,156.19,0.1,0.39999999999999947,0.0,0.8100000000000023
4127191,4204089,5.2,5.6,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,53.81,67.27,58.92,,210,156.19,263.81,33.918929,-84.278994,33.91897,-84.279079,33.918929,-84.278994,156.19,0.1,0.39999999999999947,0.0,0.8100000000000023
4127761,4204669,5.2,5.5,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,54.42,65.91,59.67,,210,155.57999999999998,264.42,33.91893,-84.278994,33.91897,-84.279078,33.91893,-84.278994,155.57999999999998,0.2,0.39999999999999947,0.09999999999999964,1.420000000000016
4128332,4205242,5.2,5.3,4.9,5.6,5.6,33.918975,-84.279019,33.918931,-84.279049,33.918928,-84.278995,33.918966,-84.278982,210,157,55.63,63.22,61.15,,210,154.37,265.63,33.918932,-84.278994,33.918971,-84.279076,33.918932,-84.278994,154.37,0.5,0.39999999999999947,0.2999999999999998,2.6299999999999955
